0	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
1	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
2	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
3	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
4	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
5	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
6	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
7	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
8	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
9	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
10	[0.7200542912465364, 0.7200978482170084, 0.7200856988539096, 0.7201121318826759, 0.7200430964909041, 0.7202401436264517, 0.7202368525085344, 0.7202480872820556, 0.7200749321704588, 0.7219946203043323, 0.7230020724131754, 0.7264717368005907, 0.7427440882145628, 0.7578443370780744, 0.7521495444771739, 0.7483016843379692, 0.7326004056917407, 0.7324676644763666, 0.7259916580729421, 0.719037726165484, 0.7196500328744965, 0.7193411516348599, 0.7193107896827603, 0.7192116639239621, 0.7192532150055986, 0.7190072490530834, 0.7191466743794847, 0.7197966899529212, 0.7197877099325648, 0.7200326092261825, 0.7199969859016822, 0.7200573789295638]	[0.7201921319057437, 0.7201551214943532, 0.7201677262485527, 0.7201413400471066, 0.7202023935538209, 0.719955768488069, 0.7200095735567501, 0.7200068413298976, 0.7201814540561249, 0.7182494650149419, 0.7178171251122164, 0.6957421260681057, 0.6589347715280052, 0.6145262639742424, 0.6380896696794649, 0.6806777992295491, 0.7037766923327969, 0.7009555334024034, 0.7112627651371026, 0.7205247030482314, 0.7199627443168619, 0.7202772980155255, 0.720365030296366, 0.7204623943288533, 0.7205969515794989, 0.7208553590992023, 0.7208560481844681, 0.7203056841608031, 0.7202964842270685, 0.720122296336017, 0.7201401890145281, 0.7202164165247129]	
